frame	time(s)	nformants	F1(Hz)	B1(Hz)	F2(Hz)	B2(Hz)	F3(Hz)	B3(Hz)	F4(Hz)	B4(Hz)	F5(Hz)	B5(Hz)
777	3.905249	5	671.147	351.280	1139.733	213.298	2650.921	75.652	3454.627	221.706	4069.336	204.235
778	3.910249	5	669.281	291.780	1145.468	182.998	2646.590	63.673	3435.751	188.176	4075.950	170.457
779	3.915249	5	676.944	320.031	1149.628	219.258	2652.121	73.922	3437.973	212.566	4051.129	159.940
780	3.920249	5	680.088	309.519	1147.684	219.865	2651.791	76.033	3446.567	206.887	4067.503	174.075
781	3.925249	5	692.545	364.910	1140.995	257.709	2653.493	90.609	3429.806	225.878	4087.759	209.052
782	3.930249	5	690.732	363.231	1137.352	268.037	2651.727	92.658	3452.914	238.853	4096.289	213.646
783	3.935249	5	707.140	435.020	1125.085	354.688	2649.991	100.348	3465.639	276.126	4098.111	216.014
784	3.940249	5	704.259	377.036	1145.816	403.155	2646.263	104.483	3442.999	279.615	4074.008	212.182
785	3.945249	5	695.411	305.630	1166.139	403.054	2640.115	96.179	3431.647	259.652	4074.982	195.707
786	3.950249	5	695.858	297.793	1175.189	478.012	2632.166	103.061	3397.451	276.956	4089.298	176.923
787	3.955249	5	686.264	254.893	1184.469	472.395	2621.517	94.817	3401.139	266.275	4082.309	185.014
788	3.960249	5	678.506	233.879	1198.694	520.968	2610.781	99.620	3395.567	262.702	4062.950	208.818
789	3.965249	5	677.371	223.165	1207.410	550.964	2608.671	100.701	3421.808	285.199	4054.504	260.541
790	3.970249	5	670.652	226.655	1219.262	514.206	2607.004	100.337	3424.641	285.234	4055.710	268.645
791	3.975249	5	658.584	244.771	1218.964	428.813	2602.172	106.665	3404.366	273.655	4094.546	233.388
792	3.980249	5	649.749	241.656	1230.125	370.363	2595.242	104.513	3398.518	273.705	4093.893	237.220
793	3.985249	5	641.245	258.285	1252.928	406.720	2591.198	112.933	3384.029	282.310	4094.875	253.717
794	3.990249	5	627.077	228.048	1283.060	396.999	2578.946	113.895	3369.456	255.967	4157.263	198.174
795	3.995249	5	614.411	206.572	1325.485	459.746	2572.618	129.455	3341.063	254.208	4184.687	164.748
796	4.000249	5	595.347	190.803	1361.699	401.382	2597.558	158.440	3321.064	251.696	4174.983	161.929
797	4.005249	5	576.558	184.299	1372.443	328.204	2624.463	175.556	3318.375	258.117	4152.781	154.703
798	4.010249	5	545.631	189.644	1370.686	231.415	2641.172	163.797	3338.416	250.970	4091.599	137.592
799	4.015249	5	506.559	176.045	1365.747	183.904	2644.037	149.593	3339.407	215.450	4040.149	144.326
800	4.020249	5	471.403	184.672	1374.825	202.828	2635.906	151.270	3314.452	197.083	3947.307	182.786
801	4.025249	5	446.369	231.120	1388.062	252.248	2679.924	201.819	3396.975	274.236	4058.520	465.950
802	4.030249	5	336.524	309.892	1423.341	331.387	2673.897	280.769	3356.046	312.092	4468.916	798.257
803	4.035249	5	216.198	321.235	1429.235	394.370	2636.470	282.182	3259.729	310.337	4565.332	639.121
804	4.040249	5	231.615	160.886	1390.220	240.990	2679.887	261.747	3435.543	423.638	4624.996	719.710
805	4.045249	5	240.293	84.473	1343.300	272.613	2632.122	383.136	3528.516	341.471	4623.865	648.038
806	4.050249	5	241.860	101.956	1311.195	378.002	2621.565	597.923	3566.065	409.517	4645.004	668.258
807	4.055249	5	241.026	147.423	1320.746	473.099	2659.452	976.098	3600.257	681.197	4579.389	746.957
808	4.060249	5	235.635	131.891	1285.764	382.559	2718.145	605.486	3773.634	574.592	4754.525	929.662
809	4.065249	5	226.482	111.293	1373.789	461.994	2742.273	514.537	3820.396	548.154	4895.324	837.863
810	4.070249	5	233.473	137.303	1329.268	522.880	2709.306	460.963	3727.600	521.615	4744.264	498.197
811	4.075249	5	230.175	210.942	1282.476	430.821	2788.545	521.036	3658.375	564.042	4673.764	383.179
812	4.080249	5	253.875	325.565	1278.972	416.015	2793.650	561.835	3713.921	595.282	4701.086	481.053
813	4.085249	4	1258.921	611.507	2982.903	684.253	3691.983	475.423	4485.701	731.594	--undefined--	--undefined--
814	4.090249	5	236.911	2450.925	1822.160	1131.785	3053.076	674.696	3734.865	440.421	4458.137	822.281
815	4.095249	5	1083.014	1016.208	1994.181	830.062	3155.722	519.987	3843.851	232.107	4717.260	708.442
816	4.100249	5	1087.206	1223.392	1854.417	706.206	3219.703	703.230	3898.113	97.455	4871.746	440.167
817	4.105249	5	1213.999	2259.425	1732.252	697.838	3780.874	1336.581	3899.169	80.026	4867.651	677.850
818	4.110249	4	1627.981	789.677	3765.002	970.758	3885.944	179.228	4662.875	860.538	--undefined--	--undefined--
819	4.115249	5	1211.663	1778.478	2906.731	1363.942	3729.791	280.386	4411.099	1562.618	4496.650	388.552
820	4.120249	5	812.305	1294.275	2684.609	497.982	3605.021	230.981	4446.728	235.612	4729.494	724.973
821	4.125249	5	798.442	847.007	2664.899	247.860	3616.787	344.168	4524.529	369.291	4787.602	723.301
822	4.130249	4	851.866	821.410	2680.454	251.946	3727.703	234.911	4464.143	424.914	--undefined--	--undefined--
823	4.135249	4	866.189	875.132	2658.769	441.039	3683.191	58.210	4269.413	205.230	--undefined--	--undefined--
824	4.140249	4	1022.384	1287.140	2637.118	352.866	3668.445	28.499	4227.640	198.610	--undefined--	--undefined--
825	4.145249	4	1509.743	521.666	2678.277	217.293	3659.136	50.038	4286.536	175.788	--undefined--	--undefined--
826	4.150249	4	1566.913	342.541	2713.766	195.969	3710.953	170.991	4316.261	214.792	--undefined--	--undefined--
827	4.155249	4	1528.361	326.009	2707.372	175.322	3708.310	183.684	4282.079	254.613	--undefined--	--undefined--
828	4.160249	4	1490.714	247.821	2704.694	227.388	3647.563	142.277	4309.193	347.536	--undefined--	--undefined--
829	4.165249	4	1468.267	345.758	2684.746	109.150	3617.735	147.337	4310.113	280.073	--undefined--	--undefined--
830	4.170249	4	1363.655	605.200	2682.359	118.506	3616.190	193.179	4325.665	218.382	--undefined--	--undefined--
831	4.175249	4	1340.284	634.628	2696.226	449.883	3647.787	262.908	4359.971	319.125	--undefined--	--undefined--
832	4.180249	4	1568.045	276.111	2948.066	1294.470	3650.166	245.881	4442.457	480.295	--undefined--	--undefined--
833	4.185249	4	1576.887	214.281	2719.227	1219.858	3659.358	216.162	4462.669	598.014	--undefined--	--undefined--
834	4.190249	4	1521.467	298.908	2601.346	1074.656	3691.011	280.819	4312.976	465.041	--undefined--	--undefined--
835	4.195249	4	1524.377	273.329	2815.336	709.700	3809.759	353.377	4426.982	356.902	--undefined--	--undefined--
836	4.200249	5	231.249	1029.318	1607.524	230.000	2880.187	485.006	3887.341	299.365	4519.707	317.753
837	4.205249	5	287.424	756.676	1627.408	234.467	2860.453	744.150	3788.423	227.131	4611.447	330.028
838	4.210249	4	1606.777	590.267	2692.212	846.145	3748.876	218.557	4698.070	528.700	--undefined--	--undefined--
839	4.215249	4	1540.956	902.703	2481.643	1028.745	3813.765	535.895	4681.364	1077.853	--undefined--	--undefined--
840	4.220249	4	1413.251	1097.479	2190.077	1058.855	3659.805	691.911	4620.836	1039.849	--undefined--	--undefined--
841	4.225249	4	1174.832	896.947	2167.557	790.465	3666.876	780.988	4448.337	1105.447	--undefined--	--undefined--
842	4.230249	4	1294.563	742.958	2312.094	828.812	3741.741	850.242	4456.100	884.552	--undefined--	--undefined--
843	4.235249	4	1448.264	1331.279	2241.777	1084.493	3654.981	1039.327	4529.818	523.800	--undefined--	--undefined--
844	4.240249	5	417.053	1443.467	1824.364	559.073	2934.411	2119.333	3511.222	1028.309	4581.650	600.951
845	4.245249	4	797.406	1682.986	1812.822	643.470	3285.360	603.209	4440.854	775.637	--undefined--	--undefined--
846	4.250249	5	645.594	979.996	1648.984	541.362	2927.004	877.949	3862.818	908.458	4758.698	1033.902
847	4.255249	5	610.770	709.973	1566.439	388.414	2762.842	535.234	3814.752	551.326	4828.428	409.831
848	4.260249	5	609.791	567.308	1566.811	356.283	2793.186	519.539	3926.448	501.322	4850.613	579.137
849	4.265249	5	547.482	644.067	1545.201	395.252	2889.433	356.100	4025.638	369.054	4965.865	977.122
850	4.270249	5	511.887	902.329	1702.619	463.484	2940.379	416.226	4164.934	779.037	4869.917	1657.360
851	4.275249	5	620.477	1245.564	1805.562	503.540	3099.721	462.902	3585.373	2838.863	4701.432	591.632
852	4.280249	5	804.390	771.237	1828.247	691.192	3051.235	572.737	3836.306	2629.453	4683.502	672.321
853	4.285249	5	923.563	471.184	1669.094	835.529	2889.564	547.026	4374.315	789.715	4682.398	1830.096
854	4.290249	5	874.077	611.490	1618.648	701.805	2818.422	460.623	4091.841	935.380	4724.540	697.635
855	4.295249	5	748.396	756.639	1715.358	452.495	2807.896	363.928	4066.633	578.579	4757.163	572.783
856	4.300249	5	774.839	919.909	1821.782	508.682	2835.002	577.973	4100.368	768.429	4678.864	949.157
857	4.305249	5	779.523	842.491	1839.415	694.955	2874.959	888.515	3716.773	1474.327	4674.480	511.745
858	4.310249	5	787.793	1132.962	1836.187	683.113	3003.444	5672.724	3164.293	654.147	4726.260	468.872
859	4.315249	5	631.934	865.049	1673.058	510.576	2977.205	1889.801	3231.285	679.590	4817.311	431.256
860	4.320249	5	622.662	849.557	1634.634	506.575	2909.634	789.381	3572.392	879.256	4754.854	514.395
861	4.325249	4	932.925	1628.851	2029.995	1396.229	3262.811	751.058	4579.069	652.636	--undefined--	--undefined--
862	4.330249	4	1063.553	941.292	2114.536	1162.000	3313.134	642.239	4389.884	826.188	--undefined--	--undefined--
863	4.335249	4	966.970	726.041	2124.186	1339.977	3210.649	1207.109	4108.042	831.396	--undefined--	--undefined--
864	4.340249	4	1054.505	738.237	2480.502	1216.588	3060.890	1382.914	4216.594	656.368	--undefined--	--undefined--
865	4.345249	5	780.572	997.554	1727.740	864.165	2840.405	641.263	4056.846	1280.155	4524.595	896.058
866	4.350249	5	597.714	1611.193	1638.758	686.855	2763.100	822.107	3854.727	1222.621	4603.501	801.146
867	4.355249	5	525.733	1550.265	1556.276	542.078	2677.403	605.535	3980.135	835.835	4676.041	1071.067
868	4.360249	5	620.787	1047.823	1560.048	437.146	2710.245	427.912	3894.336	693.491	4770.054	700.818
869	4.365249	5	692.962	862.247	1588.188	459.224	2834.997	550.321	3868.898	898.131	4760.057	718.754
870	4.370249	5	554.363	697.766	1664.704	506.738	2868.258	601.672	3929.260	1222.790	4782.838	927.672
871	4.375249	5	561.943	504.781	1579.117	516.556	2712.722	567.584	3901.803	683.439	4858.164	915.453
872	4.380249	5	633.482	492.926	1563.297	416.151	2788.696	432.759	3897.375	535.354	4850.780	905.556
873	4.385249	5	888.064	530.628	1551.397	634.623	2854.198	494.486	3966.694	621.351	4652.803	968.267
874	4.390249	5	969.942	749.771	1536.281	1014.358	3043.587	706.537	4156.960	886.166	4571.351	1868.344
875	4.395249	5	629.232	1038.253	1665.647	663.017	2964.579	813.046	3673.572	755.024	4728.879	777.310
876	4.400249	5	706.878	1047.079	1561.449	473.945	2853.058	594.542	3654.472	424.399	4813.567	598.695
877	4.405249	5	857.612	1298.187	1401.292	504.684	2821.561	594.866	3611.026	529.825	4799.775	439.699
878	4.410249	5	1114.517	1552.081	1217.488	593.331	2813.843	752.695	3547.779	719.358	4732.584	445.713
879	4.415249	5	1110.892	1616.524	1223.843	776.063	2884.122	738.420	3495.631	1044.248	4634.858	521.266
880	4.420249	4	1423.780	850.083	2557.799	2145.138	3114.223	716.990	4535.469	538.745	--undefined--	--undefined--
881	4.425249	4	1549.149	524.794	2971.899	759.312	3301.929	1045.062	4637.791	348.116	--undefined--	--undefined--
882	4.430249	5	472.976	1219.734	1530.418	418.474	2946.702	535.446	3504.854	1016.279	4585.101	327.605
883	4.435249	5	580.038	744.035	1558.052	246.269	2925.180	187.955	3897.179	819.101	4606.747	482.040
884	4.440249	5	697.383	698.441	1515.969	263.981	2898.691	203.225	3853.390	626.564	4729.809	478.213
885	4.445249	5	827.252	840.588	1470.186	402.988	2902.249	430.518	3721.172	858.734	4702.106	645.498
886	4.450249	5	824.538	931.502	1598.401	464.764	2966.086	534.624	3608.862	809.493	4684.728	653.188
887	4.455249	5	639.914	1613.098	1596.757	466.291	2993.945	797.921	3652.170	741.685	4597.957	790.298
888	4.460249	5	1004.940	2224.167	1328.558	570.198	2918.256	1719.856	3512.038	691.116	4499.696	671.556
889	4.465249	5	475.151	2092.847	1365.745	396.486	2968.450	1334.106	3413.188	627.322	4555.125	588.830
890	4.470249	4	1353.487	323.753	2719.819	1354.580	3384.374	571.550	4703.558	611.010	--undefined--	--undefined--
891	4.475249	5	723.812	1362.912	1454.088	404.554	2799.710	1476.762	3480.829	460.793	4738.999	476.008
892	4.480249	5	730.773	542.613	1564.707	372.580	3044.191	771.383	3619.846	666.256	4779.745	526.772
893	4.485249	5	810.649	388.917	1550.707	491.578	3062.345	380.273	3980.344	1555.892	4584.113	701.640
894	4.490249	4	859.906	649.654	1618.095	738.632	3084.064	372.025	4390.184	500.375	--undefined--	--undefined--
895	4.495249	5	770.644	605.234	1604.124	595.454	2826.855	1055.195	3682.062	722.855	4695.577	725.206
896	4.500249	5	764.351	633.176	1574.244	365.014	2858.034	1023.038	3677.098	431.465	4779.298	420.494
897	4.505249	5	761.534	838.531	1521.983	579.818	2883.451	1195.771	3581.601	650.445	4671.654	361.336
898	4.510249	4	1196.801	662.611	2303.020	1242.525	3422.642	372.792	4616.866	344.269	--undefined--	--undefined--
899	4.515249	4	1131.203	521.234	2151.980	1057.159	3443.730	285.331	4593.029	538.543	--undefined--	--undefined--
900	4.520249	5	915.305	442.036	1672.506	760.877	2976.991	1374.890	3489.188	697.670	4559.040	532.518
901	4.525249	5	941.793	684.585	1513.433	717.853	2855.398	608.985	3913.243	1340.925	4516.747	734.083
902	4.530249	5	835.080	2163.760	1294.070	610.198	2764.136	1016.521	3650.463	1728.394	4510.099	597.381
903	4.535249	5	776.352	838.575	1510.338	632.042	2732.953	995.569	3674.224	876.713	4659.564	565.947
904	4.540249	5	691.799	709.139	1493.015	544.126	2727.472	604.155	3686.582	733.451	4738.596	571.052
905	4.545249	5	570.558	1323.416	1302.956	673.778	2723.255	664.838	3752.380	1065.537	4620.295	617.302
906	4.550249	4	1142.879	426.894	2719.949	1367.756	3372.173	819.844	4472.148	610.549	--undefined--	--undefined--
907	4.555249	4	1080.836	525.572	2865.196	1450.024	3324.602	779.471	4384.415	649.778	--undefined--	--undefined--
908	4.560249	4	761.090	1126.218	1944.444	1071.638	3276.737	834.433	4305.433	776.240	--undefined--	--undefined--
909	4.565249	4	1044.299	2153.528	1676.926	875.868	3029.323	589.798	4256.036	407.654	--undefined--	--undefined--
910	4.570249	4	1365.238	548.452	2810.771	516.041	3262.865	1223.694	4249.788	292.602	--undefined--	--undefined--
911	4.575249	4	1222.448	661.744	2795.187	433.494	3311.342	1298.647	4236.577	308.137	--undefined--	--undefined--
912	4.580249	5	754.799	1126.822	1632.254	1110.010	2951.228	593.055	4087.102	714.095	4724.055	1595.898
913	4.585249	5	809.366	1152.998	1613.699	1177.728	2932.465	1821.274	3513.460	622.719	4699.848	562.998
914	4.590249	4	1489.068	575.257	2790.349	840.309	3688.723	521.000	4744.581	331.000	--undefined--	--undefined--
915	4.595249	5	481.936	633.811	1667.258	360.725	2743.039	470.822	3796.214	401.330	4748.490	228.681
916	4.600249	5	652.169	654.251	1560.621	548.902	2670.652	554.822	3824.384	320.311	4682.387	423.572
917	4.605249	4	1123.821	574.343	1309.103	3231.713	3300.267	882.515	4014.477	323.142	--undefined--	--undefined--
918	4.610249	4	953.606	253.626	2230.349	1275.432	3309.384	738.049	4020.883	116.700	--undefined--	--undefined--
919	4.615249	4	931.843	136.981	2637.645	756.272	3266.044	1571.542	4007.616	89.800	--undefined--	--undefined--
920	4.620249	4	1001.461	147.103	2715.539	341.448	3574.755	1561.466	4023.523	115.890	--undefined--	--undefined--
921	4.625249	4	1092.301	103.593	2695.042	269.322	3585.672	760.068	4045.384	205.034	--undefined--	--undefined--
922	4.630249	4	1064.157	100.563	2664.014	270.913	3565.626	545.962	4105.315	265.521	--undefined--	--undefined--
923	4.635249	4	996.092	162.378	2678.245	295.918	3443.125	394.825	4132.856	158.667	--undefined--	--undefined--
924	4.640249	4	959.339	122.345	2685.556	237.268	3432.821	253.974	4102.312	127.303	--undefined--	--undefined--
925	4.645249	4	939.956	84.985	2670.671	128.044	3421.203	225.503	4065.421	105.373	--undefined--	--undefined--
926	4.650249	4	990.230	135.701	2678.669	135.291	3446.315	278.723	4044.051	120.415	--undefined--	--undefined--
927	4.655249	4	1049.661	159.545	2669.536	111.357	3464.182	162.365	4048.586	111.303	--undefined--	--undefined--
928	4.660249	4	995.459	209.196	2659.626	74.730	3460.499	118.458	4056.859	75.260	--undefined--	--undefined--
929	4.665249	4	1013.742	235.723	2648.951	90.366	3495.413	175.336	4099.491	86.350	--undefined--	--undefined--
930	4.670249	4	1035.654	175.060	2654.999	161.690	3514.034	262.010	4090.472	136.977	--undefined--	--undefined--
931	4.675249	4	982.560	170.916	2698.905	212.524	3533.066	445.767	4043.070	144.408	--undefined--	--undefined--
932	4.680249	4	897.221	100.877	2686.271	101.453	3572.913	446.265	4089.010	187.332	--undefined--	--undefined--
933	4.685249	4	886.226	81.694	2665.579	76.533	3536.989	524.666	4156.855	234.877	--undefined--	--undefined--
934	4.690249	4	908.875	131.589	2672.000	258.454	3642.458	518.374	4153.497	292.754	--undefined--	--undefined--
935	4.695249	5	481.272	891.622	958.039	240.724	2724.728	353.455	3560.312	310.007	4138.070	124.218
936	4.700249	5	562.441	308.277	1031.992	174.561	2665.365	157.915	3460.052	135.878	4117.182	54.182
937	4.705249	5	582.018	282.029	1049.900	143.777	2660.989	117.027	3402.957	172.015	4086.572	74.281
938	4.710249	5	599.525	282.053	1054.702	136.843	2650.417	100.206	3354.445	185.732	4046.904	104.846
939	4.715249	5	618.846	327.637	1060.779	173.909	2639.791	74.471	3362.184	148.821	4032.124	115.614
940	4.720249	5	629.213	312.957	1067.583	181.676	2646.461	63.415	3374.107	139.835	4024.221	115.099
941	4.725249	5	646.492	325.405	1072.913	253.488	2665.214	87.791	3359.714	153.057	4015.552	127.053
942	4.730249	5	649.370	290.008	1079.494	276.334	2668.581	86.511	3379.423	142.513	4037.278	123.241
943	4.735249	5	669.891	280.607	1077.039	455.851	2660.271	79.197	3382.072	136.257	4052.980	132.436
944	4.740249	5	654.517	221.568	1100.433	463.573	2651.987	68.044	3374.546	124.144	4047.203	137.150
945	4.745249	5	650.348	183.752	1120.411	542.665	2652.148	70.904	3352.207	132.267	4041.828	148.558
946	4.750249	5	658.867	204.097	1101.588	613.550	2642.721	68.239	3330.056	160.127	4011.915	182.278
947	4.755249	5	657.315	213.751	1092.930	556.010	2640.012	59.488	3331.955	167.168	3979.214	193.464
948	4.760249	5	647.468	217.789	1088.407	528.192	2644.733	62.895	3339.421	168.881	3977.297	188.089
949	4.765249	5	647.618	207.333	1091.394	519.451	2647.397	63.557	3343.809	178.900	3977.058	199.761
950	4.770249	5	649.930	210.808	1092.854	585.670	2647.342	66.189	3319.303	193.434	3974.226	230.740
951	4.775249	5	640.983	199.186	1085.632	516.774	2638.125	60.790	3306.155	173.846	3965.952	193.192
952	4.780249	5	635.088	190.345	1092.421	507.321	2631.659	60.393	3280.679	170.026	3956.721	167.382
953	4.785249	5	628.623	199.256	1090.054	496.253	2629.749	67.305	3260.570	198.826	3916.566	220.072
954	4.790249	5	625.234	185.665	1093.919	476.605	2627.061	64.387	3252.164	208.515	3894.691	238.799
955	4.795249	5	613.427	173.392	1091.284	479.080	2621.399	67.434	3217.008	215.687	3914.623	243.795
956	4.800249	5	618.813	165.599	1084.247	529.246	2619.799	65.691	3220.745	219.441	3948.737	256.062
957	4.805249	5	622.700	177.725	1083.242	598.230	2617.985	66.804	3225.673	220.720	3961.366	234.815
958	4.810249	5	614.866	164.148	1081.628	513.965	2613.013	54.555	3245.468	191.422	3999.845	157.584
959	4.815249	5	609.016	159.310	1091.218	492.007	2606.860	52.904	3244.026	179.738	4015.407	129.786
