frame	time(s)	nformants	F1(Hz)	B1(Hz)	F2(Hz)	B2(Hz)	F3(Hz)	B3(Hz)	F4(Hz)	B4(Hz)	F5(Hz)	B5(Hz)	F6(Hz)	B6(Hz)
207	1.055249	6	280.224	1450.411	1331.454	431.157	2060.306	428.188	3187.844	355.650	4081.453	595.280	4926.658	347.790
208	1.060249	6	545.042	701.537	1541.089	548.715	2111.262	510.329	3241.575	264.054	4199.354	741.293	4900.130	357.680
209	1.065249	6	588.321	666.835	1639.870	603.608	2063.840	674.275	3236.803	301.571	4264.283	632.769	4793.993	479.331
210	1.070249	6	590.201	877.301	1436.444	1503.848	2082.964	715.987	3188.178	939.070	4010.284	829.281	4716.629	466.616
211	1.075249	6	550.270	603.640	1217.513	883.883	2260.828	477.449	3055.114	713.090	4047.777	476.399	4834.254	364.379
212	1.080249	6	550.971	681.253	1166.375	652.137	2180.276	374.555	3092.518	402.019	4099.940	320.810	4877.345	438.651
213	1.085249	6	664.448	662.135	1225.972	754.340	2147.601	547.987	3141.027	385.012	4085.588	376.806	4881.566	553.264
214	1.090249	6	651.083	355.048	1446.846	295.563	2540.659	1101.865	3083.097	617.014	4057.450	452.159	4851.174	704.100
215	1.095249	6	665.206	473.244	1450.046	234.085	2808.386	1811.651	2888.339	484.473	4055.874	327.430	4931.505	828.690
216	1.100249	6	627.713	1122.343	1445.907	375.628	2466.246	3230.956	2866.961	478.345	4054.158	314.725	4950.940	1024.049
217	1.105249	5	1107.482	484.306	1874.626	464.039	2916.627	388.815	4060.728	570.431	4460.412	1092.013	--undefined--	--undefined--
218	1.110249	5	1062.085	416.229	1931.663	264.344	2943.794	299.285	3747.447	629.129	4439.085	333.262	--undefined--	--undefined--
219	1.115249	5	948.977	757.806	1912.782	378.356	2996.641	478.957	3670.728	1012.295	4544.379	389.313	--undefined--	--undefined--
220	1.120249	6	585.016	786.175	1431.927	1068.656	2210.302	667.045	3318.723	502.205	4524.333	543.587	4736.320	1162.448
221	1.125249	6	434.676	671.769	1314.635	462.543	2391.215	535.657	3268.062	678.440	4231.881	616.508	4820.227	547.508
222	1.130249	6	451.440	359.079	1382.511	308.336	2412.240	546.628	3235.697	918.122	4095.087	403.431	4857.982	420.834
223	1.135249	6	472.160	447.257	1511.942	496.477	2210.481	579.371	3280.971	625.022	4109.081	457.132	4880.241	560.255
224	1.140249	5	582.612	1083.707	1872.294	589.452	2487.728	1694.418	3513.217	788.109	4494.345	736.916	--undefined--	--undefined--
225	1.145249	5	1023.021	728.595	2097.029	688.893	2783.710	1437.614	3679.475	967.500	4528.126	716.869	--undefined--	--undefined--
226	1.150249	5	1188.274	436.318	2178.974	540.696	3023.955	1127.446	3775.735	1300.136	4617.674	567.301	--undefined--	--undefined--
227	1.155249	5	1178.655	507.807	2110.469	677.139	3093.042	635.789	3945.074	1178.794	4720.761	508.669	--undefined--	--undefined--
228	1.160249	5	1072.678	391.296	2041.710	682.624	3102.914	365.461	4010.630	517.468	4793.786	365.807	--undefined--	--undefined--
229	1.165249	5	1080.220	393.693	1894.587	442.205	3064.461	419.948	3853.084	667.507	4734.730	389.263	--undefined--	--undefined--
230	1.170249	5	1136.089	613.101	1917.023	519.199	3146.241	783.691	3654.549	831.530	4798.291	378.518	--undefined--	--undefined--
231	1.175249	5	1174.592	677.323	1888.970	710.724	2931.648	931.597	3715.389	703.414	4789.767	363.909	--undefined--	--undefined--
232	1.180249	5	1046.740	760.060	1696.362	782.865	2911.582	600.676	3873.443	639.924	4725.607	310.527	--undefined--	--undefined--
233	1.185249	6	703.316	851.298	1437.178	4417.027	1588.353	551.802	2986.250	666.761	3851.773	721.560	4760.808	397.785
234	1.190249	6	507.855	426.403	1655.408	366.139	2538.438	1475.731	3149.673	1249.789	3839.191	986.354	4894.591	642.771
235	1.195249	6	508.138	417.137	1652.603	433.217	2413.286	1098.678	3236.331	937.397	3907.141	1064.516	4918.807	645.980
236	1.200249	6	497.984	613.402	1447.365	827.298	2356.217	636.045	3147.333	467.661	4177.910	891.851	4971.432	845.097
237	1.205249	6	359.789	1275.403	1257.804	783.195	2328.772	652.073	3106.530	500.172	4141.256	688.833	4987.452	833.628
238	1.210249	6	730.969	847.911	1402.252	778.579	2411.701	652.571	3692.852	666.935	4635.426	1134.326	4797.080	2595.354
239	1.215249	5	837.833	671.126	1562.976	955.380	2300.653	949.326	3521.301	542.535	4557.529	729.700	--undefined--	--undefined--
240	1.220249	6	834.550	1065.938	1779.930	982.173	1841.357	2775.663	3326.033	555.475	4215.829	1704.080	4673.272	854.130
241	1.225249	6	641.072	797.321	1751.685	797.894	2778.268	3950.350	2902.702	761.191	4014.433	542.333	4621.355	607.440
242	1.230249	5	673.819	964.301	1860.085	516.062	2802.549	178.116	3926.637	260.320	4558.307	312.219	--undefined--	--undefined--
243	1.235249	5	503.884	549.812	1687.590	486.263	2741.695	109.673	3764.069	315.058	4555.809	152.398	--undefined--	--undefined--
244	1.240249	5	961.175	1285.744	1732.671	685.405	2730.381	207.531	3711.240	340.481	4492.824	170.504	--undefined--	--undefined--
245	1.245249	5	913.070	1141.380	1913.877	720.608	2745.525	233.274	3747.806	349.532	4482.347	147.936	--undefined--	--undefined--
246	1.250249	5	420.706	652.817	1927.976	274.546	2729.471	189.666	3763.904	146.315	4520.974	91.371	--undefined--	--undefined--
247	1.255249	4	1904.116	102.522	2756.383	131.268	3749.712	118.985	4520.169	77.448	--undefined--	--undefined--	--undefined--	--undefined--
248	1.260249	4	1883.282	156.180	2738.729	88.013	3724.176	248.556	4526.835	50.424	--undefined--	--undefined--	--undefined--	--undefined--
249	1.265249	4	1831.780	355.325	2733.584	102.551	3754.385	431.515	4523.851	66.012	--undefined--	--undefined--	--undefined--	--undefined--
250	1.270249	5	411.822	2206.190	1873.624	419.811	2732.282	129.508	3756.453	205.104	4511.316	117.453	--undefined--	--undefined--
251	1.275249	5	265.607	1833.006	1950.259	324.155	2700.931	85.075	3746.961	104.306	4504.569	198.373	--undefined--	--undefined--
252	1.280249	4	1972.322	170.542	2681.454	87.173	3725.147	139.710	4486.364	185.463	--undefined--	--undefined--	--undefined--	--undefined--
253	1.285249	5	69.050	241.539	1944.300	96.093	2675.129	60.366	3706.388	319.437	4459.942	100.010	--undefined--	--undefined--
254	1.290249	5	146.303	214.400	1917.179	104.025	2664.616	61.116	3765.366	316.259	4477.116	89.905	--undefined--	--undefined--
255	1.295249	5	143.188	187.613	1917.193	170.100	2658.864	86.066	3763.111	269.218	4509.052	87.203	--undefined--	--undefined--
256	1.300249	5	116.561	263.482	1969.829	164.718	2669.422	136.321	3744.964	334.658	4456.314	53.035	--undefined--	--undefined--
257	1.305249	5	128.855	291.881	2006.591	196.655	2688.328	124.993	3734.608	294.358	4444.056	46.435	--undefined--	--undefined--
258	1.310249	5	93.011	411.828	2008.270	287.150	2681.730	67.470	3744.261	240.322	4462.497	98.774	--undefined--	--undefined--
259	1.315249	5	247.468	238.746	1937.294	192.678	2651.827	47.021	3775.645	183.340	4454.609	136.513	--undefined--	--undefined--
260	1.320249	5	247.170	168.500	1919.536	199.841	2663.284	75.382	3737.578	213.981	4423.871	147.168	--undefined--	--undefined--
261	1.325249	5	330.795	269.197	1945.144	190.487	2625.327	72.562	3691.449	189.468	4389.392	179.795	--undefined--	--undefined--
262	1.330249	5	414.118	137.784	1917.343	158.175	2564.636	74.651	3695.590	105.780	4437.084	369.405	--undefined--	--undefined--
263	1.335249	5	420.954	99.538	1923.810	132.429	2636.217	112.377	3703.977	97.603	4587.744	469.490	--undefined--	--undefined--
264	1.340249	5	431.289	86.514	1928.782	87.656	2624.288	99.376	3710.228	108.756	4565.737	520.130	--undefined--	--undefined--
265	1.345249	5	440.414	90.866	1923.758	69.828	2554.639	126.116	3745.254	272.639	4604.108	663.745	--undefined--	--undefined--
266	1.350249	5	438.694	65.865	1908.765	83.049	2593.338	141.182	3665.219	674.202	4325.403	1185.657	--undefined--	--undefined--
267	1.355249	5	438.907	57.634	1897.255	99.340	2604.287	142.549	3550.583	963.718	3863.167	834.483	--undefined--	--undefined--
268	1.360249	6	439.417	47.477	1889.292	124.358	2594.295	193.000	3126.934	1146.243	3742.876	313.204	4421.871	2767.826
269	1.365249	6	440.500	42.796	1884.308	106.714	2575.759	177.193	3034.453	881.421	3729.799	234.023	4407.393	2059.784
270	1.370249	6	442.151	46.808	1878.735	102.378	2543.321	165.636	3031.981	622.389	3717.834	245.883	4576.633	1552.069
271	1.375249	6	441.780	38.149	1875.932	83.849	2534.678	159.909	2988.241	560.057	3705.936	223.637	4469.412	1141.433
272	1.380249	6	441.027	34.796	1870.356	87.311	2519.191	169.577	2933.115	480.611	3674.477	227.760	4333.622	755.807
273	1.385249	6	438.659	27.854	1872.792	81.779	2523.349	157.527	2919.406	467.630	3681.843	245.218	4334.782	695.991
274	1.390249	6	436.295	28.674	1872.367	105.312	2529.759	151.084	2934.266	458.636	3702.706	298.646	4361.439	990.730
275	1.395249	6	438.412	36.461	1869.412	95.194	2532.745	142.442	3009.262	515.146	3730.915	224.687	4447.186	1674.012
276	1.400249	6	436.583	38.520	1869.360	76.527	2525.132	135.617	3017.455	500.139	3728.595	192.813	4386.558	1668.257
277	1.405249	6	436.559	39.657	1864.193	88.247	2511.775	157.102	2966.282	502.738	3696.070	267.759	4201.822	1054.732
278	1.410249	6	437.339	36.743	1868.133	79.633	2517.045	130.491	2990.050	480.860	3717.791	240.942	4297.024	1228.999
279	1.415249	6	436.992	39.467	1869.649	76.725	2517.896	116.326	2996.788	452.785	3726.612	235.031	4334.166	1281.553
280	1.420249	6	437.670	36.938	1868.736	71.646	2521.248	113.161	3005.056	438.609	3733.587	264.244	4219.685	1368.395
281	1.425249	6	436.484	37.256	1869.509	67.727	2524.084	100.197	3028.034	380.801	3743.903	257.011	4348.086	1646.120
282	1.430249	6	436.963	41.064	1872.910	78.823	2528.627	95.511	3054.376	326.830	3765.311	245.293	5052.670	2295.733
283	1.435249	6	436.016	34.883	1869.859	74.385	2531.148	86.121	3063.821	321.430	3783.950	260.453	4904.902	2123.303
284	1.440249	6	434.902	34.377	1864.412	84.198	2529.646	99.920	3076.064	356.743	3802.887	324.532	4583.546	1827.972
285	1.445249	6	433.465	28.804	1859.611	78.723	2530.600	97.721	3099.122	377.062	3804.642	325.097	4593.210	2231.330
286	1.450249	6	431.284	29.319	1852.993	93.057	2528.650	120.358	3114.675	365.708	3778.135	310.495	4552.279	3159.058
287	1.455249	6	430.463	28.429	1853.695	113.181	2539.470	131.792	3132.798	372.570	3788.437	358.678	4372.177	2351.469
288	1.460249	6	427.856	28.087	1847.911	125.847	2541.580	114.593	3129.393	348.161	3786.703	322.775	4442.921	2117.301
289	1.465249	5	425.805	35.633	1844.690	118.561	2545.507	105.824	3125.991	287.309	3784.030	215.649	--undefined--	--undefined--
290	1.470249	5	421.334	33.530	1827.690	92.604	2543.209	96.070	3127.267	320.463	3794.818	236.174	--undefined--	--undefined--
291	1.475249	6	412.913	37.298	1800.732	84.083	2534.042	139.104	3040.037	654.321	3678.122	548.209	4098.599	722.230
292	1.480249	6	402.023	41.293	1790.315	64.956	2538.506	106.541	3130.083	608.410	3808.795	361.455	4146.230	1347.016
293	1.485249	6	379.525	73.303	1761.573	70.975	2533.938	99.189	3183.181	513.118	3818.796	184.905	4805.010	2282.369
294	1.490249	6	366.080	71.000	1746.099	53.466	2523.759	73.399	3187.665	545.350	3818.519	151.218	4775.250	1739.493
295	1.495249	6	297.775	67.662	1740.702	78.336	2535.073	66.308	3521.521	1645.270	3808.151	226.686	4459.398	1672.481
296	1.500249	5	250.244	51.011	1842.484	262.190	2583.580	112.280	3744.265	387.464	4235.968	938.975	--undefined--	--undefined--
297	1.505249	5	233.433	46.975	1862.290	393.185	2583.428	193.655	3604.820	478.395	4617.117	1483.513	--undefined--	--undefined--
298	1.510249	5	233.438	45.363	1871.006	403.032	2641.292	271.390	3662.363	406.087	4873.485	850.175	--undefined--	--undefined--
299	1.515249	5	234.007	53.922	1857.164	181.637	2645.694	238.260	3597.555	362.951	4608.585	619.945	--undefined--	--undefined--
300	1.520249	5	233.695	59.585	1861.987	180.051	2622.387	213.906	3641.301	329.151	4572.395	514.445	--undefined--	--undefined--
301	1.525249	5	239.817	77.649	1915.422	257.119	2634.039	186.178	3686.515	443.675	4591.603	569.104	--undefined--	--undefined--
302	1.530249	5	234.810	66.028	1862.187	224.528	2648.962	156.336	3772.726	597.331	4675.420	445.882	--undefined--	--undefined--
303	1.535249	5	238.719	74.017	1794.664	326.359	2586.300	128.879	3738.871	558.357	4703.902	428.781	--undefined--	--undefined--
304	1.540249	5	234.016	69.458	1796.184	400.936	2597.445	100.308	3633.696	358.291	4629.598	520.034	--undefined--	--undefined--
305	1.545249	5	241.797	83.155	1768.011	459.427	2612.401	131.996	3608.287	373.858	4525.166	550.027	--undefined--	--undefined--
306	1.550249	5	230.446	83.597	1804.038	616.039	2668.173	334.676	3768.380	735.597	4804.020	755.825	--undefined--	--undefined--
307	1.555249	5	225.099	67.656	1757.242	459.754	2621.331	413.168	3655.219	576.003	4615.484	511.271	--undefined--	--undefined--
308	1.560249	6	217.873	66.802	1694.906	468.318	2639.949	604.063	3375.510	1463.815	4125.271	927.114	4608.690	703.755
309	1.565249	6	231.334	330.870	1769.975	540.597	2601.317	640.301	3286.771	671.370	4176.003	436.770	4741.149	442.246
310	1.570249	6	380.282	712.210	1829.303	537.930	2599.536	828.820	3202.321	748.629	4180.150	401.154	4804.123	338.210
311	1.575249	6	517.332	408.359	1881.189	236.582	2745.018	419.344	3556.806	1436.056	4295.482	383.840	4919.200	361.195
312	1.580249	6	481.935	397.345	1870.037	177.456	2719.756	273.253	3994.920	448.212	4531.685	453.786	5085.288	732.929
313	1.585249	5	1788.008	630.456	2646.599	439.326	3917.302	377.799	4403.491	395.019	5059.264	427.115	--undefined--	--undefined--
314	1.590249	5	1399.816	1026.634	2572.800	169.397	3798.138	458.896	4262.606	199.991	5116.110	300.457	--undefined--	--undefined--
315	1.595249	5	1404.539	1258.660	2622.157	65.243	3964.842	471.275	4431.555	352.090	5210.912	345.986	--undefined--	--undefined--
316	1.600249	5	1467.402	659.513	2647.387	73.242	3740.355	440.804	4384.838	852.634	4825.561	372.922	--undefined--	--undefined--
317	1.605249	5	1567.702	593.195	2671.484	151.728	3737.378	159.928	4730.025	670.591	4879.602	159.944	--undefined--	--undefined--
318	1.610249	5	1770.559	582.469	2655.285	237.622	3775.981	71.837	4783.664	262.771	4948.419	208.514	--undefined--	--undefined--
319	1.615249	5	1811.068	401.670	2631.005	190.920	3792.312	99.070	4751.718	356.656	4927.003	211.311	--undefined--	--undefined--
320	1.620249	5	1808.460	174.010	2641.566	185.554	3815.451	161.653	4672.210	372.989	4911.780	257.825	--undefined--	--undefined--
321	1.625249	5	1805.540	95.974	2695.244	182.921	3822.251	195.978	4567.724	234.974	4937.568	262.010	--undefined--	--undefined--
322	1.630249	5	1794.378	135.123	2728.722	249.283	3826.921	268.868	4551.281	194.115	5001.291	356.053	--undefined--	--undefined--
323	1.635249	5	1818.832	128.327	2729.131	308.568	3864.480	325.829	4591.115	225.342	4964.270	548.429	--undefined--	--undefined--
324	1.640249	5	1791.041	59.205	2679.556	135.779	3823.956	271.816	4484.289	235.565	4897.255	352.576	--undefined--	--undefined--
325	1.645249	5	1776.651	32.799	2676.073	127.368	3846.793	267.544	4493.288	379.365	4951.624	365.709	--undefined--	--undefined--
326	1.650249	5	1762.901	32.286	2702.441	144.323	3863.226	204.855	4574.890	395.829	4920.277	582.527	--undefined--	--undefined--
327	1.655249	6	215.258	416.257	1764.535	61.939	2718.038	118.779	3833.849	159.717	4585.991	250.877	5020.083	1092.089
328	1.660249	5	214.151	419.723	1765.075	142.364	2725.400	138.331	3792.238	121.013	4605.961	174.518	--undefined--	--undefined--
329	1.665249	4	1693.236	360.957	2731.663	193.186	3780.893	204.646	4562.763	108.571	--undefined--	--undefined--	--undefined--	--undefined--
330	1.670249	5	172.232	766.036	1720.667	426.331	2741.339	121.284	3814.994	200.938	4561.904	94.355	--undefined--	--undefined--
331	1.675249	5	336.124	459.467	1758.932	112.489	2707.456	122.594	3800.713	121.691	4579.607	112.353	--undefined--	--undefined--
332	1.680249	5	188.907	551.367	1751.754	52.320	2697.691	158.632	3812.657	92.689	4551.869	109.644	--undefined--	--undefined--
333	1.685249	5	201.698	568.280	1756.714	46.520	2703.434	252.410	3849.736	164.012	4520.764	115.663	--undefined--	--undefined--
334	1.690249	5	514.134	979.641	1762.884	84.348	2728.266	246.616	3857.751	272.874	4519.136	211.388	--undefined--	--undefined--
335	1.695249	5	542.217	879.869	1777.823	132.649	2768.817	281.868	3805.883	236.698	4600.045	342.741	--undefined--	--undefined--
336	1.700249	5	643.376	1087.170	1788.218	170.641	2815.357	413.572	3765.887	310.795	4570.401	299.502	--undefined--	--undefined--
337	1.705249	5	754.610	1158.145	1799.294	318.902	2800.542	575.871	3784.195	572.799	4705.410	367.155	--undefined--	--undefined--
338	1.710249	5	831.477	922.275	1895.085	354.720	2894.429	565.234	4037.019	583.262	4864.972	295.075	--undefined--	--undefined--
339	1.715249	5	1130.473	656.654	2002.681	459.806	3153.303	585.035	4105.537	508.281	4828.963	290.126	--undefined--	--undefined--
340	1.720249	5	1170.021	305.306	2191.701	365.187	3322.628	323.695	4127.199	509.449	4817.242	259.421	--undefined--	--undefined--
341	1.725249	5	1182.524	400.903	2194.288	649.604	3275.692	456.491	4232.206	803.424	4785.849	722.381	--undefined--	--undefined--
342	1.730249	5	1125.023	1170.874	1716.457	666.650	2876.560	644.592	3830.333	890.019	4659.726	726.987	--undefined--	--undefined--
343	1.735249	5	1134.706	888.009	1938.831	706.212	2914.449	642.478	3753.290	661.226	4738.812	492.711	--undefined--	--undefined--
344	1.740249	5	939.073	597.712	1965.523	506.864	2755.411	671.353	3569.371	459.813	4644.012	392.038	--undefined--	--undefined--
345	1.745249	5	847.581	757.740	1841.767	452.221	2697.613	912.884	3494.306	647.231	4566.286	420.893	--undefined--	--undefined--
346	1.750249	5	1109.222	715.469	1824.581	443.070	3020.392	860.277	3648.412	1201.661	4419.842	624.362	--undefined--	--undefined--
347	1.755249	5	915.956	1071.285	1735.604	585.204	3009.120	885.555	3633.518	1054.431	4297.421	617.852	--undefined--	--undefined--
348	1.760249	5	729.115	741.519	1609.092	358.668	2822.896	535.953	3618.817	611.703	4318.458	368.548	--undefined--	--undefined--
349	1.765249	5	830.772	784.255	1704.614	434.510	2833.582	561.136	3618.917	877.051	4361.758	415.849	--undefined--	--undefined--
350	1.770249	5	877.893	659.079	1902.846	414.268	2987.808	856.123	3682.881	1173.315	4571.052	664.056	--undefined--	--undefined--
351	1.775249	5	903.148	472.495	1930.633	381.490	2911.044	752.824	3647.866	594.191	4591.196	567.892	--undefined--	--undefined--
352	1.780249	5	924.794	319.644	1976.273	357.105	2942.788	529.219	3694.545	450.429	4633.117	404.514	--undefined--	--undefined--
353	1.785249	5	1025.240	526.821	1957.456	530.023	2943.251	612.977	3833.904	516.669	4668.516	509.214	--undefined--	--undefined--
354	1.790249	5	945.934	534.390	1863.574	777.647	2764.985	653.554	3860.454	507.814	4639.608	749.766	--undefined--	--undefined--
355	1.795249	5	921.272	559.892	1881.499	626.539	2778.945	796.001	3749.369	686.280	4723.160	528.472	--undefined--	--undefined--
356	1.800249	5	1127.820	544.601	1960.406	557.986	2777.588	759.392	3637.731	636.097	4634.578	562.161	--undefined--	--undefined--
357	1.805249	5	1158.435	510.902	2034.282	568.069	2835.302	740.509	3881.721	668.406	4616.267	1059.273	--undefined--	--undefined--
358	1.810249	5	1089.308	365.724	2004.891	384.692	2838.198	517.741	3935.439	435.562	4678.706	699.289	--undefined--	--undefined--
359	1.815249	5	1049.088	622.841	1962.268	442.709	2883.173	537.337	4027.898	565.431	4644.736	1101.755	--undefined--	--undefined--
360	1.820249	6	427.688	643.506	1636.115	598.452	2096.679	950.011	3031.690	489.827	4097.541	318.357	5036.780	1126.342
361	1.825249	6	443.047	412.545	1473.176	368.432	2195.624	382.682	3129.661	405.514	4085.976	225.424	5020.721	693.763
362	1.830249	6	495.839	713.926	1374.639	422.453	2314.350	522.116	3168.967	631.198	4039.395	314.500	4936.787	497.158
363	1.835249	6	538.650	1083.021	1310.474	499.527	2364.820	868.530	3066.492	722.922	3917.125	448.511	4859.479	415.656
364	1.840249	6	476.555	864.590	1324.762	416.236	2296.320	584.514	3127.333	597.397	3990.673	496.911	4815.081	430.379
365	1.845249	6	416.380	972.032	1319.770	574.740	2144.926	605.018	3130.146	623.665	4017.789	480.088	4814.222	421.353
