frame	time(s)	nformants	F1(Hz)	B1(Hz)	F2(Hz)	B2(Hz)	F3(Hz)	B3(Hz)	F4(Hz)	B4(Hz)	F5(Hz)	B5(Hz)	F6(Hz)	B6(Hz)	F7(Hz)	B7(Hz)	F8(Hz)	B8(Hz)
2010	10.070249	8	364.488	496.955	1225.760	2121.809	1474.768	245.229	2254.725	547.221	2971.577	423.574	3631.876	350.560	4309.237	337.121	4921.177	212.375
2011	10.075249	7	1077.747	836.914	1470.020	603.162	2264.847	585.791	2999.423	391.742	3553.949	321.394	4286.250	293.513	4921.341	146.703	--undefined--	--undefined--
2012	10.080249	8	526.694	616.934	1241.938	1182.959	1321.045	462.231	2140.355	368.931	3026.502	274.034	3568.080	297.500	4367.753	271.391	4950.039	199.321
2013	10.085249	7	849.472	526.591	1470.699	279.280	2173.191	446.283	2995.648	249.980	3651.749	457.723	4362.920	393.822	4907.267	307.212	--undefined--	--undefined--
2014	10.090249	7	766.651	477.622	1543.166	174.532	2080.593	683.137	2883.771	332.281	3545.555	507.387	4237.512	645.156	4776.295	421.777	--undefined--	--undefined--
2015	10.095249	7	783.712	381.418	1564.925	205.267	1972.815	787.762	2855.252	315.391	3530.667	344.691	4483.179	430.979	4792.995	952.476	--undefined--	--undefined--
2016	10.100249	7	735.931	597.313	1530.269	261.706	1726.919	842.680	2838.431	304.339	3456.442	246.348	4450.861	264.691	5059.400	718.690	--undefined--	--undefined--
2017	10.105249	7	637.249	457.925	1488.184	227.084	1839.732	804.428	2920.236	260.099	3490.653	533.866	4347.155	441.823	4995.814	864.829	--undefined--	--undefined--
2018	10.110249	7	652.783	329.949	1481.309	163.364	2051.289	498.686	2961.961	146.800	3744.913	1887.649	3961.468	693.579	4552.535	470.078	--undefined--	--undefined--
2019	10.115249	7	725.987	609.579	1518.896	178.978	2123.903	632.525	2913.127	224.017	3684.897	494.594	4425.495	667.095	4964.105	568.863	--undefined--	--undefined--
2020	10.120249	7	773.283	466.044	1561.108	166.909	2188.347	711.482	2935.149	316.230	3595.223	318.796	4387.285	510.100	5024.721	376.747	--undefined--	--undefined--
2021	10.125249	7	800.924	728.993	1552.263	221.628	2310.184	1363.355	2962.402	547.503	3520.779	431.537	4322.461	417.799	4980.507	413.449	--undefined--	--undefined--
2022	10.130249	8	413.814	474.806	1127.205	424.444	1537.492	269.908	2579.094	582.367	3125.445	553.875	3568.704	375.595	4369.378	243.322	5023.680	372.704
2023	10.135249	8	453.411	494.344	1165.902	518.979	1547.187	228.469	2477.233	903.445	3004.562	483.510	3535.727	222.974	4368.423	188.661	5035.299	316.939
2024	10.140249	8	482.634	314.396	1472.756	233.905	1673.497	913.182	2219.542	2284.113	2862.778	292.309	3479.886	230.203	4363.299	254.839	5036.319	255.042
2025	10.145249	8	419.592	265.228	1400.060	269.471	1781.897	381.861	2847.831	6015.268	2868.398	254.428	3393.315	254.811	4388.119	375.362	4953.052	358.862
2026	10.150249	8	368.364	998.880	1093.490	4415.402	1378.073	293.671	1780.485	503.697	2940.211	317.390	3416.992	427.470	4352.973	362.372	4915.970	317.633
2027	10.155249	8	438.778	645.865	1421.672	306.108	1426.430	855.882	2147.536	1272.481	2898.260	240.155	3606.558	314.945	4414.474	370.419	4932.331	337.753
2028	10.160249	8	298.837	2806.831	575.839	532.437	1454.875	232.058	1929.294	597.799	2904.005	232.218	3632.332	288.634	4380.152	373.040	4964.643	410.766
2029	10.165249	8	492.492	388.731	1184.245	667.872	1599.791	337.616	2451.362	935.030	2965.357	682.901	3652.181	670.291	4367.255	495.486	5049.349	549.248
2030	10.170249	7	392.469	355.607	1121.666	335.447	1608.658	185.438	2540.552	282.034	3162.700	307.067	3940.072	559.954	4644.859	496.280	--undefined--	--undefined--
2031	10.175249	8	385.154	357.448	1084.181	372.899	1596.825	177.003	2637.136	263.592	3168.497	374.946	4086.461	600.401	4388.782	1833.704	4923.033	535.835
2032	10.180249	8	452.796	424.644	1063.051	459.737	1652.481	311.146	2741.228	296.666	3241.767	737.403	3818.935	2636.751	4154.884	488.914	4931.658	395.706
2033	10.185249	8	434.094	643.975	1110.356	559.908	1602.726	284.266	2840.811	330.016	3138.789	1370.527	4101.095	774.427	4132.591	1456.552	4848.121	845.297
2034	10.190249	8	424.589	324.881	1207.374	262.492	1635.899	250.507	2801.948	421.286	3080.945	811.123	3810.588	953.286	4320.855	413.595	5103.759	864.721
2035	10.195249	8	423.183	352.582	1132.102	285.351	1667.568	303.713	2683.472	632.451	2925.939	559.953	3601.027	651.079	4294.496	240.940	5119.042	319.212
2036	10.200249	8	253.194	810.683	1015.825	300.701	1681.120	422.233	2483.044	489.247	3108.130	484.137	3772.449	635.226	4334.351	473.259	5086.392	643.993
2037	10.205249	7	910.941	397.586	1569.502	400.498	2372.071	387.436	3196.029	412.790	3843.814	545.675	4353.168	786.860	4896.243	688.641	--undefined--	--undefined--
2038	10.210249	8	429.111	676.349	946.704	730.050	1654.019	477.646	2334.300	479.574	3158.963	361.210	3693.085	527.832	4397.857	248.118	5076.063	524.069
2039	10.215249	8	433.634	423.566	1054.282	560.989	1825.029	368.515	2483.393	573.871	3272.497	296.713	3854.346	1028.880	4455.293	324.075	5060.510	731.378
2040	10.220249	8	444.373	369.396	978.454	347.009	1927.797	212.565	2719.466	614.150	3374.477	1593.709	3608.002	697.971	4289.183	500.566	4935.863	427.999
2041	10.225249	8	465.633	294.555	1027.583	314.395	1934.492	218.517	2746.588	419.852	3534.374	562.630	4176.741	508.398	4805.623	712.429	5274.543	3835.411
2042	10.230249	7	639.091	788.351	1319.293	694.637	1904.113	591.278	2614.301	545.063	3300.003	391.508	4080.809	283.419	4618.951	418.768	--undefined--	--undefined--
2043	10.235249	7	1006.565	482.739	1590.210	660.169	2025.694	687.885	2568.478	1029.214	3286.481	471.605	4135.429	398.981	4625.281	441.063	--undefined--	--undefined--
2044	10.240249	7	977.974	283.829	1634.396	401.036	2268.149	408.410	3108.046	642.664	3832.638	676.943	4520.113	439.259	4894.201	969.775	--undefined--	--undefined--
2045	10.245249	7	931.361	287.223	1513.348	325.966	2309.309	272.847	3110.600	643.471	3831.179	546.611	4561.381	429.847	4922.355	1107.533	--undefined--	--undefined--
2046	10.250249	7	1003.902	508.441	1529.920	537.504	2428.533	598.054	2547.054	1345.248	3734.603	656.611	4264.756	1146.528	4557.139	654.642	--undefined--	--undefined--
2047	10.255249	7	897.773	453.807	1758.558	449.823	2157.186	1381.573	2841.411	527.916	3800.672	546.544	4392.576	512.606	4985.503	667.436	--undefined--	--undefined--
2048	10.260249	7	790.160	358.252	1529.011	647.012	1946.568	305.769	2955.897	350.408	3595.378	841.157	4085.293	763.875	4683.894	281.900	--undefined--	--undefined--
2049	10.265249	7	956.731	387.675	1834.063	328.423	2156.610	4683.008	2420.141	1466.917	3140.369	525.411	3894.954	476.523	4650.488	237.894	--undefined--	--undefined--
2050	10.270249	7	441.729	5116.721	920.319	134.252	1822.672	258.003	2604.438	528.551	3265.026	493.860	4066.087	365.767	4679.396	488.639	--undefined--	--undefined--
2051	10.275249	7	881.615	114.701	1449.809	783.522	2113.313	997.452	2633.588	490.764	3361.836	414.838	4097.455	210.658	4739.562	498.086	--undefined--	--undefined--
2052	10.280249	7	832.122	181.887	1348.032	582.665	2349.047	1295.938	2419.788	570.853	3378.786	321.884	4041.786	155.418	4751.011	477.662	--undefined--	--undefined--
2053	10.285249	7	856.739	192.326	1214.980	537.182	2128.019	713.818	2635.076	973.560	3355.425	175.388	4048.309	102.274	4847.810	404.419	--undefined--	--undefined--
2054	10.290249	7	769.084	2767.926	947.566	165.503	1444.583	740.390	2640.462	366.253	3329.119	114.039	4057.695	101.093	4906.818	549.295	--undefined--	--undefined--
2055	10.295249	7	768.772	1073.767	885.709	205.953	1476.394	747.893	2652.955	282.687	3310.259	105.603	4038.248	83.081	4786.865	536.777	--undefined--	--undefined--
2056	10.300249	7	889.345	115.526	1251.579	4661.930	1394.027	644.977	2551.949	239.956	3304.287	80.458	4028.062	96.856	4739.496	521.007	--undefined--	--undefined--
2057	10.305249	8	556.557	678.011	978.955	106.421	1569.760	846.366	2529.481	198.770	3262.542	137.736	4051.669	1163.638	4102.417	197.216	5058.260	441.335
2058	10.310249	8	680.791	501.868	1038.152	95.443	1418.239	2096.669	2466.841	360.727	3151.215	327.277	3838.817	865.552	4140.495	126.773	5105.581	344.409
2059	10.315249	8	728.591	326.193	1048.752	86.821	1448.988	1742.570	2459.350	258.277	3245.551	281.343	3923.309	708.664	4123.194	71.474	5177.041	259.115
2060	10.320249	8	668.255	409.838	1052.972	123.699	1446.139	1098.156	2502.244	160.483	3336.268	107.701	4025.923	826.359	4126.124	88.662	5157.197	231.524
2061	10.325249	8	571.915	755.031	1063.169	150.752	1236.412	1655.401	2495.532	167.585	3319.671	86.839	3960.061	1010.332	4113.954	143.244	5185.210	356.612
2062	10.330249	8	551.358	344.505	1058.449	77.584	1600.005	4128.539	2483.225	198.893	3280.692	121.824	3973.278	1301.611	4071.341	162.197	5223.345	589.150
2063	10.335249	8	579.817	192.369	1048.727	126.295	1821.117	1674.315	2541.160	308.205	3245.286	166.877	4035.094	331.903	4154.461	579.712	5216.063	518.621
2064	10.340249	8	593.868	152.164	998.138	154.334	1723.865	1100.581	2508.756	142.184	3271.234	95.067	3933.684	308.317	4221.758	359.051	5201.838	250.440
2065	10.345249	8	550.840	183.412	951.673	146.923	1764.916	1100.622	2493.740	81.644	3291.952	57.126	3964.759	388.372	4180.855	365.229	5203.169	249.967
2066	10.350249	8	428.538	248.555	924.895	215.501	1912.113	1841.887	2506.315	173.275	3276.090	126.927	4092.050	118.274	4329.626	1729.433	5169.178	825.406
2067	10.355249	7	443.817	380.435	895.691	321.835	2468.752	375.424	2924.575	1385.249	3265.970	362.301	4074.879	46.403	4925.088	694.403	--undefined--	--undefined--
2068	10.360249	7	466.948	289.770	916.578	176.492	2485.376	205.327	2966.231	994.932	3254.129	290.703	4067.869	80.777	4917.454	661.990	--undefined--	--undefined--
2069	10.365249	8	479.987	149.121	733.700	3611.204	916.891	94.280	2490.368	133.648	3153.614	842.956	3249.369	309.894	4097.254	105.734	5238.160	2087.363
2070	10.370249	7	486.745	102.562	923.788	59.105	2497.873	129.383	2845.023	3029.269	3198.114	693.873	3278.532	376.199	4100.294	76.121	--undefined--	--undefined--
2071	10.375249	7	489.778	88.424	925.403	56.463	2494.971	134.807	2945.475	5920.156	3019.706	522.675	3353.182	245.048	4095.365	76.526	--undefined--	--undefined--
2072	10.380249	8	493.947	91.874	577.806	3740.916	922.887	67.105	2474.909	115.661	2949.732	399.423	3349.596	165.000	4087.567	88.423	4978.343	1891.714
2073	10.385249	7	497.612	111.342	918.033	107.739	2465.667	103.407	2929.933	357.990	3355.582	137.702	4086.999	113.779	5102.426	2264.240	--undefined--	--undefined--
2074	10.390249	7	497.202	121.475	921.720	140.108	2459.064	108.039	2894.599	338.953	3357.258	131.386	4087.259	126.633	4916.122	2249.265	--undefined--	--undefined--
2075	10.395249	7	500.462	101.615	930.912	125.046	2457.111	93.686	2886.496	307.715	3365.315	110.726	4098.453	116.131	5180.439	2418.929	--undefined--	--undefined--
2076	10.400249	7	507.101	104.999	940.689	135.171	2443.463	121.056	2885.579	315.586	3345.851	3730.662	3368.064	115.715	4123.853	102.425	--undefined--	--undefined--
2077	10.405249	7	508.709	83.328	950.120	105.486	2444.582	114.144	2886.166	311.455	3020.021	2437.994	3374.824	102.721	4117.272	73.539	--undefined--	--undefined--
2078	10.410249	7	509.264	83.860	961.171	137.846	2439.604	113.917	2806.748	1906.463	2887.999	274.752	3382.507	114.935	4126.806	79.089	--undefined--	--undefined--
2079	10.415249	7	506.984	75.769	967.333	132.738	2429.819	84.441	2873.264	253.637	3090.309	2469.198	3371.670	127.779	4127.255	85.248	--undefined--	--undefined--
2080	10.420249	7	504.896	81.036	969.524	123.340	2415.549	73.134	2859.977	242.860	3352.919	141.079	3607.192	3037.007	4123.345	80.069	--undefined--	--undefined--
2081	10.425249	7	505.158	77.652	984.467	93.084	2412.649	68.268	2856.824	211.731	3353.171	121.302	3814.795	3695.925	4110.051	100.674	--undefined--	--undefined--
2082	10.430249	7	503.064	76.131	990.907	74.862	2401.048	71.857	2861.245	176.392	3354.881	110.208	3692.649	3670.153	4109.568	143.393	--undefined--	--undefined--
2083	10.435249	7	500.939	81.386	994.872	74.317	2385.003	73.685	2851.245	188.511	3344.405	117.323	4112.377	80.201	4427.815	4960.927	--undefined--	--undefined--
2084	10.440249	7	502.557	69.988	1003.427	66.426	2376.261	68.437	2857.108	186.086	3343.213	121.868	3773.813	4174.331	4102.488	52.999	--undefined--	--undefined--
2085	10.445249	6	498.937	82.286	1016.433	94.966	2365.784	78.518	2878.640	183.990	3336.269	142.775	4088.214	71.909	--undefined--	--undefined--	--undefined--	--undefined--
2086	10.450249	7	501.737	71.072	1048.680	88.440	2359.029	63.617	2887.091	148.441	3343.774	137.819	4115.729	92.972	4988.962	2358.627	--undefined--	--undefined--
2087	10.455249	7	504.458	77.661	1093.765	97.002	2346.201	69.416	2876.156	150.565	3318.214	187.893	4137.855	117.476	4536.587	1171.617	--undefined--	--undefined--
2088	10.460249	7	503.983	66.229	1109.085	70.850	2327.143	65.643	2883.110	143.325	3304.887	200.012	4104.705	133.474	4471.322	663.991	--undefined--	--undefined--
2089	10.465249	7	502.879	72.034	1126.993	64.354	2302.618	78.544	2893.937	139.224	3305.504	209.788	4105.725	160.896	4364.574	837.694	--undefined--	--undefined--
2090	10.470249	7	504.667	66.493	1140.040	70.317	2283.999	77.650	2911.065	135.566	3354.128	207.556	4141.633	115.977	4197.329	2279.063	--undefined--	--undefined--
2091	10.475249	7	504.579	68.885	1172.927	121.971	2267.112	68.924	2918.890	122.524	3367.452	169.490	3797.776	2898.936	4180.894	103.418	--undefined--	--undefined--
2092	10.480249	7	506.691	65.795	1219.922	99.023	2254.587	56.092	2931.309	117.298	3368.440	142.749	4167.393	2619.768	4225.014	110.892	--undefined--	--undefined--
2093	10.485249	7	503.204	59.651	1240.428	71.830	2238.788	59.426	2891.563	2122.568	2954.148	120.338	3392.488	113.074	4248.472	88.196	--undefined--	--undefined--
2094	10.490249	7	498.454	71.362	1282.035	108.700	2229.527	79.369	2739.238	2153.563	2972.020	131.072	3397.090	109.462	4260.855	117.078	--undefined--	--undefined--
2095	10.495249	7	494.215	63.053	1320.702	124.144	2209.761	81.043	2680.051	1718.687	2983.046	121.583	3404.327	97.753	4237.784	94.172	--undefined--	--undefined--
2096	10.500249	7	489.336	69.263	1361.155	112.410	2183.376	100.402	2628.757	1268.050	2994.894	144.291	3413.650	115.637	4208.831	91.642	--undefined--	--undefined--
2097	10.505249	7	481.191	60.036	1391.651	86.141	2181.075	74.609	2656.306	1498.022	2997.628	116.859	3416.536	109.153	4212.607	81.328	--undefined--	--undefined--
2098	10.510249	7	472.154	68.416	1442.510	94.535	2175.499	80.878	2636.344	1994.785	2999.852	118.404	3418.206	122.285	4240.088	118.028	--undefined--	--undefined--
2099	10.515249	7	464.788	57.036	1466.821	95.144	2176.001	81.806	2679.738	1846.306	3008.446	120.577	3430.433	127.483	4211.111	112.369	--undefined--	--undefined--
2100	10.520249	7	456.618	61.161	1507.347	136.590	2177.085	109.398	2589.118	1621.077	3017.508	119.689	3443.333	126.130	4199.173	97.291	--undefined--	--undefined--
2101	10.525249	7	453.313	50.473	1535.767	132.809	2178.080	105.927	2529.799	1369.847	3029.354	108.253	3453.683	108.672	4221.640	130.180	--undefined--	--undefined--
2102	10.530249	7	447.823	48.465	1569.424	139.651	2180.042	113.277	2484.063	1219.413	3037.197	101.435	3460.326	96.051	4248.888	263.640	--undefined--	--undefined--
2103	10.535249	7	443.126	45.527	1618.670	140.081	2191.224	120.834	2488.281	1445.112	3043.321	107.653	3466.218	106.261	4232.927	218.640	--undefined--	--undefined--
2104	10.540249	7	440.862	38.799	1646.560	126.024	2198.819	137.696	2405.846	1233.693	3050.760	85.228	3469.127	82.295	4210.323	141.036	--undefined--	--undefined--
2105	10.545249	7	438.771	35.054	1661.277	142.988	2211.864	188.088	2311.975	923.474	3058.143	72.286	3465.442	70.862	4215.031	119.354	--undefined--	--undefined--
2106	10.550249	7	436.599	30.089	1689.467	125.087	2232.427	169.684	2285.941	983.168	3059.074	67.492	3461.073	69.118	4210.292	134.461	--undefined--	--undefined--
2107	10.555249	7	432.299	32.853	1729.218	123.009	2261.949	144.581	2294.027	1202.488	3062.979	93.598	3463.865	90.884	4207.921	129.863	--undefined--	--undefined--
2108	10.560249	7	431.992	26.196	1735.933	105.366	2260.338	128.851	2323.674	1109.793	3072.082	83.279	3467.375	79.755	4206.869	110.508	--undefined--	--undefined--
2109	10.565249	7	430.350	27.626	1746.250	129.977	2274.447	148.036	2320.568	1088.378	3079.039	97.595	3471.600	84.787	4191.727	158.229	--undefined--	--undefined--
2110	10.570249	7	429.800	22.362	1762.916	110.219	2277.017	133.087	2372.206	1163.078	3087.892	96.291	3475.197	84.226	4228.342	144.118	--undefined--	--undefined--
2111	10.575249	7	428.725	23.046	1778.258	115.355	2302.471	158.301	2310.574	1059.543	3089.972	98.991	3470.835	89.439	4232.083	157.685	--undefined--	--undefined--
2112	10.580249	7	427.684	19.587	1796.350	93.223	2328.971	158.806	2330.008	1020.011	3100.860	94.410	3482.564	104.429	4230.103	163.824	--undefined--	--undefined--
2113	10.585249	7	425.623	22.032	1810.185	92.121	2351.763	149.912	2371.871	1095.281	3106.894	99.094	3495.205	127.005	4241.557	183.027	--undefined--	--undefined--
2114	10.590249	7	424.203	21.968	1811.824	74.944	2363.160	120.550	2413.400	1276.575	3109.906	100.351	3509.795	142.125	4238.201	168.397	--undefined--	--undefined--
2115	10.595249	7	421.077	22.277	1805.730	66.522	2376.142	124.125	2397.210	1078.480	3115.111	88.840	3519.553	125.820	4220.151	137.660	--undefined--	--undefined--
2116	10.600249	7	420.262	22.282	1801.896	58.061	2378.141	130.832	2543.954	1010.362	3125.264	111.075	3528.892	145.583	4177.288	263.614	--undefined--	--undefined--
2117	10.605249	7	413.199	25.351	1795.680	51.871	2384.963	107.841	2681.232	1062.357	3135.635	123.811	3551.617	179.666	4091.193	526.241	--undefined--	--undefined--
2118	10.610249	7	409.624	33.627	1783.071	52.110	2396.188	94.375	2886.503	916.233	3159.539	151.029	3619.661	214.598	4188.612	631.823	--undefined--	--undefined--
2119	10.615249	7	398.658	43.594	1760.677	55.608	2395.083	77.300	2929.491	815.816	3171.923	136.149	3651.685	192.916	4264.002	725.385	--undefined--	--undefined--
2120	10.620249	7	398.205	55.021	1745.390	49.040	2400.360	44.868	3162.075	130.059	3377.464	905.040	3644.873	321.516	4705.286	700.404	--undefined--	--undefined--
2121	10.625249	8	305.393	189.059	439.567	784.916	1743.154	59.807	2407.419	32.121	3159.942	108.640	3468.764	160.713	4199.102	644.962	4891.557	455.109
2122	10.630249	8	214.694	41.478	691.158	620.309	1769.227	162.833	2382.517	136.110	3075.624	201.314	3535.443	165.789	4423.439	509.088	4979.684	637.664
2123	10.635249	8	217.480	49.951	651.374	665.709	1788.790	198.803	2351.788	169.263	3103.818	149.781	3633.444	236.390	4511.447	981.365	4869.655	446.326
2124	10.640249	8	238.152	87.778	560.162	619.543	1795.804	181.408	2376.408	134.404	3162.405	148.536	3705.995	276.126	4819.190	414.354	5028.249	1747.414
2125	10.645249	7	233.019	102.273	559.699	593.678	1794.836	105.354	2363.428	139.461	3165.868	174.920	3695.555	339.208	4612.252	436.419	--undefined--	--undefined--
2126	10.650249	8	233.729	54.778	698.484	1027.116	1798.924	128.355	2360.124	215.864	3150.813	254.723	3691.539	377.412	4492.010	433.454	5308.836	1094.202
2127	10.655249	8	240.600	80.608	1132.731	1385.748	1826.380	436.044	2553.496	444.402	3168.580	346.570	3695.226	266.891	4275.564	417.720	4877.317	450.131
