frame	time(s)	nformants	F1(Hz)	B1(Hz)	F2(Hz)	B2(Hz)	F3(Hz)	B3(Hz)	F4(Hz)	B4(Hz)	F5(Hz)	B5(Hz)	F6(Hz)	B6(Hz)	F7(Hz)	B7(Hz)	F8(Hz)	B8(Hz)	F9(Hz)	B9(Hz)	F10(Hz)	B10(Hz)	F11(Hz)	B11(Hz)	F12(Hz)	B12(Hz)
573	2.885249	11	564.806	535.867	964.259	252.925	1475.182	258.385	1930.614	141.229	2524.142	491.743	2899.998	202.807	3445.102	250.317	3961.166	278.993	4382.084	464.713	4678.751	614.109	5044.301	241.261	--undefined--	--undefined--
574	2.890249	11	615.422	529.769	964.916	5810.068	1019.080	362.414	1489.440	430.277	2014.397	213.746	2683.581	189.567	3035.752	244.420	3701.993	256.699	4054.118	290.903	4415.436	195.678	4965.737	192.981	--undefined--	--undefined--
575	2.895249	11	554.959	425.244	1047.356	605.989	1445.047	518.680	1858.917	2072.096	2012.482	197.094	2706.276	154.988	3069.648	210.689	3770.257	175.137	4148.872	224.245	4538.504	212.990	5066.130	407.520	--undefined--	--undefined--
576	2.900249	11	607.913	212.756	1050.324	411.369	1462.247	330.706	1995.416	219.690	2411.310	672.501	2827.326	257.450	3201.476	379.013	3776.395	268.794	4140.551	221.586	4625.357	171.289	5169.836	290.033	--undefined--	--undefined--
577	2.905249	11	633.284	125.639	1082.311	196.288	1540.971	130.936	2107.752	321.218	2655.507	363.258	2897.897	178.864	3545.992	346.157	3861.464	353.413	4229.622	307.086	4630.039	178.582	5165.701	247.717	--undefined--	--undefined--
578	2.910249	11	639.809	171.602	1098.440	292.066	1576.186	143.035	2032.084	466.819	2676.659	209.123	2956.756	179.394	3570.723	214.806	3898.556	268.525	4252.375	293.028	4593.206	165.749	5153.253	264.270	--undefined--	--undefined--
579	2.915249	11	535.773	423.257	990.567	159.136	1561.420	144.646	1904.202	498.372	2595.616	210.487	2926.633	187.898	3565.313	99.504	3934.679	139.760	4382.821	342.231	4723.007	356.114	5282.646	777.505	--undefined--	--undefined--
580	2.920249	11	313.409	290.232	978.379	103.266	1543.527	172.004	1591.363	2502.343	1929.737	629.675	2730.535	264.199	2868.579	507.065	3587.447	130.307	3925.635	81.622	4550.518	264.045	4806.238	362.287	--undefined--	--undefined--
581	2.925249	11	282.584	274.952	968.819	116.429	1408.371	238.181	1907.307	428.928	2251.915	903.246	2767.370	136.035	3232.757	649.444	3600.880	225.862	3944.703	67.672	4595.793	247.253	4809.099	391.452	--undefined--	--undefined--
582	2.930249	12	273.203	205.752	956.060	74.820	1371.234	92.900	1901.586	472.650	2167.465	496.854	2752.434	79.127	3484.574	289.805	3538.675	1049.332	3905.468	135.716	4338.049	770.461	4725.038	319.515	5161.570	1238.752
583	2.935249	11	246.960	294.740	967.468	99.067	1424.359	128.795	1811.724	386.039	2553.253	1763.903	2583.954	764.473	2741.868	95.615	3523.890	189.992	3850.276	68.456	4286.250	162.135	4756.483	178.628	--undefined--	--undefined--
584	2.940249	11	409.145	706.922	994.135	76.757	1532.556	218.990	1809.292	510.264	2579.203	199.939	2819.535	192.191	3533.340	215.512	3860.456	101.810	4297.051	2024.737	4313.772	288.044	4792.885	144.850	--undefined--	--undefined--
585	2.945249	11	526.667	520.726	982.362	65.293	1623.737	190.680	1639.704	906.600	2489.837	220.623	2780.413	224.088	3568.912	228.174	3630.850	609.141	4004.285	187.812	4561.182	408.830	4806.512	203.166	--undefined--	--undefined--
586	2.950249	11	434.844	352.100	969.981	82.152	1602.497	134.239	1609.719	864.158	2446.717	254.825	2767.861	113.919	3519.003	660.513	3681.297	150.705	4049.033	300.589	4470.723	310.258	4842.093	278.491	--undefined--	--undefined--
587	2.955249	11	408.841	548.684	822.877	1061.652	1042.470	172.762	1600.130	53.497	2271.769	306.607	2736.778	57.241	3057.429	406.459	3683.435	73.626	4011.219	188.961	4402.129	137.402	4882.670	202.957	--undefined--	--undefined--
588	2.960249	11	421.929	315.503	1009.790	108.132	1077.673	1074.132	1602.087	100.576	2241.559	384.978	2736.234	50.661	3051.073	218.615	3678.842	110.612	4037.627	192.722	4467.455	216.701	4813.124	178.843	--undefined--	--undefined--
589	2.965249	11	430.185	267.495	989.064	63.807	1482.811	142.774	1888.350	2053.134	2030.596	509.928	2734.471	97.594	3029.357	327.984	3679.627	124.259	4056.077	328.000	4358.494	387.801	4804.447	99.909	--undefined--	--undefined--
590	2.970249	11	488.845	434.431	987.199	80.867	1444.217	130.287	1908.461	465.034	2672.604	150.311	2906.582	471.901	3504.327	2731.111	3681.518	281.051	3915.491	309.584	4321.986	331.919	4834.011	135.900	--undefined--	--undefined--
591	2.975249	11	439.532	654.542	949.289	92.501	1407.565	668.696	1477.054	220.565	2437.003	544.711	2691.262	137.299	3164.212	846.302	3749.721	278.617	3901.886	409.389	4218.459	451.841	4697.916	277.725	--undefined--	--undefined--
592	2.980249	12	417.312	353.708	935.689	39.492	1400.825	157.543	1560.166	330.567	2380.355	317.847	2715.939	124.924	3242.760	420.401	3754.726	137.942	3990.649	617.403	4141.125	166.839	4684.547	152.258	5234.337	388.066
593	2.985249	11	452.388	585.207	948.623	47.727	1444.494	124.840	1730.221	501.917	2485.291	379.840	2798.805	141.110	3350.818	269.359	3777.753	115.783	4110.414	64.289	4583.228	258.750	4824.472	301.535	--undefined--	--undefined--
594	2.990249	11	673.608	399.759	958.629	100.377	1467.218	128.457	1890.455	519.502	2495.522	536.235	2794.055	119.264	3274.324	326.716	3727.428	101.956	4099.536	99.533	4561.372	184.567	4831.712	227.038	--undefined--	--undefined--
595	2.995249	11	825.270	195.581	1142.385	1119.243	1348.172	208.871	1909.540	564.831	2719.173	141.748	2730.616	2788.712	3021.626	404.322	3725.687	108.493	4047.103	216.977	4458.957	373.910	4761.133	251.500	--undefined--	--undefined--
596	3.000249	11	190.883	333.285	806.346	199.314	1273.947	291.011	1595.101	174.450	2415.102	668.993	2686.104	129.071	3066.344	482.813	3746.817	138.139	4034.079	200.601	4426.584	214.980	4786.801	239.836	--undefined--	--undefined--
597	3.005249	11	186.022	386.703	820.933	405.569	1011.479	459.922	1546.887	114.623	2270.671	568.773	2675.552	91.576	3030.942	430.684	3760.218	113.144	4026.666	254.687	4437.172	117.978	4823.852	249.206	--undefined--	--undefined--
598	3.010249	12	209.144	501.817	825.927	485.585	912.450	303.315	1469.922	140.604	2106.390	510.484	2661.465	132.015	2863.367	631.569	3687.866	203.838	4017.372	349.927	4441.357	333.718	4778.170	578.990	4917.513	1613.762
599	3.015249	12	256.429	479.849	819.478	222.117	990.705	559.262	1442.002	138.342	2049.406	506.153	2659.408	139.821	2812.743	531.633	3640.105	243.003	4050.269	250.301	4439.991	1912.718	4463.220	339.473	4839.609	440.792
600	3.020249	11	422.431	991.503	804.023	197.742	1255.798	845.546	1413.612	167.937	2080.247	510.987	2639.149	170.209	2865.953	298.885	3533.509	269.515	3989.861	187.692	4409.134	314.950	4682.489	165.058	--undefined--	--undefined--
601	3.025249	11	568.199	877.603	799.440	167.516	1391.150	173.042	1463.523	783.594	2153.492	642.831	2648.965	174.152	2897.745	420.017	3474.444	465.671	3935.218	275.123	4275.167	504.378	4651.633	116.971	--undefined--	--undefined--
602	3.030249	12	329.327	684.169	776.400	138.696	1181.810	784.914	1389.962	173.038	1855.447	736.006	2514.473	537.096	2689.495	175.499	3133.591	395.872	3717.153	346.670	3991.267	136.614	4635.834	195.624	4956.507	766.479
603	3.035249	12	307.126	956.906	769.460	129.523	1263.971	1171.126	1368.686	175.842	1796.887	773.206	2660.085	602.119	2660.594	221.142	3118.384	588.536	3633.477	473.113	3970.288	149.774	4633.830	255.193	4820.190	1246.319
604	3.040249	12	281.759	1090.567	757.262	119.583	1190.800	1123.972	1362.922	157.287	1796.671	654.400	2642.676	210.927	2674.105	615.539	3034.649	524.652	3548.857	381.192	3954.341	150.335	4425.310	542.721	4717.271	394.085
605	3.045249	12	311.588	722.475	754.648	96.921	1264.433	728.989	1367.561	154.918	1888.869	559.301	2592.174	351.437	2685.307	281.444	3075.880	370.630	3555.448	276.275	3958.799	117.102	4458.023	276.907	4806.389	197.600
606	3.050249	12	302.790	771.201	750.516	85.527	1279.657	783.349	1364.154	140.594	1893.725	574.018	2582.983	315.035	2703.081	313.138	3075.454	368.311	3560.876	289.972	3955.609	134.039	4462.148	251.603	4813.433	182.741
607	3.055249	12	305.596	699.928	751.909	77.554	1360.198	711.070	1360.550	152.286	1920.053	607.586	2574.407	278.604	2723.953	360.468	3085.177	347.518	3580.252	314.855	3960.260	150.850	4427.580	241.210	4828.648	211.433
608	3.060249	12	275.158	855.780	750.500	68.876	1354.831	897.196	1366.442	120.309	1897.364	678.399	2610.460	239.749	2681.539	498.963	3065.493	335.260	3573.827	360.369	3952.035	141.028	4440.197	268.747	4828.990	203.899
609	3.065249	12	260.807	929.561	747.649	72.791	1369.434	137.216	1426.932	903.623	1935.937	808.816	2617.206	189.317	2721.386	759.136	3061.601	381.630	3558.048	508.109	3940.593	166.317	4476.169	334.528	4820.846	203.846
610	3.070249	11	749.321	66.663	1372.821	110.564	1413.121	2226.917	1712.741	863.873	2498.007	968.740	2625.778	152.499	3021.417	340.502	3499.013	549.263	3927.621	153.902	4464.546	366.527	4798.009	228.725	--undefined--	--undefined--
611	3.075249	12	252.235	969.571	747.955	68.015	1371.434	139.272	1508.128	837.540	2081.372	1483.765	2481.109	1172.620	2622.887	166.975	2993.792	330.148	3492.417	540.046	3934.399	157.233	4428.594	341.249	4781.958	202.775
612	3.080249	11	611.349	1469.443	750.621	67.812	1370.724	119.680	1607.232	674.214	2297.913	662.547	2625.270	142.737	2967.779	270.518	3389.148	493.218	3920.888	156.784	4367.467	469.680	4710.245	263.857	--undefined--	--undefined--
613	3.085249	11	606.379	1384.615	748.175	68.382	1369.332	121.711	1608.978	646.390	2296.156	634.127	2622.192	145.976	2961.612	268.800	3355.298	498.783	3915.620	167.343	4311.763	531.371	4658.967	249.693	--undefined--	--undefined--
614	3.090249	12	310.043	827.876	752.902	60.177	1374.071	117.926	1579.320	749.067	2297.068	741.682	2620.516	159.483	2976.436	307.859	3430.290	648.890	3927.719	192.885	4447.259	7486.241	4597.839	805.839	4684.263	407.786
615	3.095249	12	316.472	806.552	750.645	55.219	1380.114	108.607	1575.935	830.766	2303.000	850.257	2619.421	151.408	2761.576	2904.122	2982.284	314.757	3489.927	628.504	3933.834	190.580	4630.643	433.273	4778.190	626.272
616	3.100249	12	309.535	656.693	754.723	54.916	1386.392	123.188	1527.298	736.075	2189.755	780.847	2612.693	164.096	2960.346	341.127	3074.519	1844.052	3498.119	600.959	3928.593	204.670	4549.828	407.987	4791.332	464.497
617	3.105249	12	329.422	686.375	752.350	52.895	1391.811	101.196	1578.990	758.731	2240.751	772.694	2610.445	141.482	2963.593	292.994	3461.158	563.082	3465.456	3885.795	3917.030	190.190	4550.460	552.448	4682.131	466.922
618	3.110249	11	369.764	706.290	750.890	59.797	1391.390	107.036	1649.693	611.978	2313.198	662.505	2603.757	137.645	2972.878	252.636	3410.037	514.003	3900.248	187.646	4289.462	580.961	4613.809	290.444	--undefined--	--undefined--
619	3.115249	11	501.065	822.375	750.981	60.871	1392.283	84.960	1693.412	526.801	2369.653	562.273	2609.557	123.403	2988.984	213.372	3453.421	432.628	3898.229	161.758	4293.129	521.763	4656.466	256.760	--undefined--	--undefined--
620	3.120249	11	524.117	791.166	747.687	67.577	1387.507	90.910	1695.191	482.052	2392.118	510.668	2610.138	125.771	2999.268	195.879	3487.823	380.288	3903.308	180.786	4284.825	578.011	4675.901	226.582	--undefined--	--undefined--
621	3.125249	11	477.197	791.644	747.619	67.802	1395.911	94.456	1677.537	542.189	2357.870	512.247	2606.617	114.210	3008.106	196.051	3484.657	370.934	3909.330	205.080	4278.445	541.733	4674.940	230.056	--undefined--	--undefined--
622	3.130249	11	511.132	832.252	739.602	73.442	1399.491	97.596	1673.956	552.232	2364.130	493.655	2605.026	114.265	3014.701	196.907	3480.444	375.241	3911.627	214.779	4280.692	526.353	4669.577	223.670	--undefined--	--undefined--
623	3.135249	11	553.987	799.619	736.595	86.291	1402.879	97.419	1696.075	541.389	2375.814	474.211	2612.134	110.288	3022.668	200.329	3512.699	372.917	3908.351	235.245	4313.438	542.879	4682.549	271.504	--undefined--	--undefined--
624	3.140249	11	609.424	800.666	725.785	83.562	1409.039	88.493	1697.361	566.507	2386.403	467.614	2609.555	104.472	3025.884	192.860	3523.853	354.008	3917.455	240.384	4331.256	630.511	4674.360	243.044	--undefined--	--undefined--
625	3.145249	11	625.625	785.525	718.602	100.101	1418.926	109.188	1667.888	610.824	2352.775	454.609	2606.261	106.558	3029.636	194.151	3495.606	338.401	3914.362	303.518	4317.011	591.351	4667.799	179.898	--undefined--	--undefined--
626	3.150249	11	611.588	866.981	708.855	86.254	1421.981	100.622	1657.938	653.615	2361.278	482.604	2601.902	107.764	3030.568	199.513	3495.368	343.732	3947.467	278.693	4291.266	764.222	4654.697	161.542	--undefined--	--undefined--
627	3.155249	11	512.598	1048.469	696.726	92.637	1431.000	120.017	1611.356	726.234	2361.200	534.437	2599.390	123.565	3029.726	229.421	3495.471	360.389	3976.603	221.859	4257.827	1167.163	4622.553	162.867	--undefined--	--undefined--
628	3.160249	11	515.742	1016.172	687.635	84.441	1434.642	114.750	1611.902	657.229	2346.172	465.093	2604.171	116.040	3028.728	228.374	3476.646	331.868	3959.406	262.289	4288.017	804.781	4639.126	182.289	--undefined--	--undefined--
629	3.165249	11	465.486	1066.461	674.345	78.777	1439.679	121.305	1599.594	652.807	2358.035	470.646	2601.830	126.064	3030.551	243.602	3480.192	346.387	3957.023	385.647	4277.344	684.356	4651.887	198.762	--undefined--	--undefined--
630	3.170249	11	359.266	676.929	667.473	74.633	1449.297	123.906	1532.335	708.011	2315.625	575.706	2587.208	131.478	3020.679	275.244	3478.099	432.666	3834.908	719.023	4204.797	382.061	4666.663	175.279	--undefined--	--undefined--
631	3.175249	11	363.970	650.859	654.410	66.601	1454.927	109.682	1528.261	761.898	2332.320	632.757	2580.507	143.212	3035.373	282.626	3537.376	395.362	3639.774	1275.372	4194.195	243.715	4662.188	162.581	--undefined--	--undefined--
632	3.180249	11	373.586	525.460	647.059	77.785	1456.860	107.901	1565.514	803.834	2312.771	593.388	2574.664	170.802	3023.749	301.060	3375.105	422.494	4089.627	261.545	4254.019	899.588	4646.476	219.587	--undefined--	--undefined--
633	3.185249	11	393.598	535.518	630.578	75.965	1462.625	99.326	1630.358	758.709	2388.401	602.399	2575.569	203.707	3027.339	315.195	3368.600	437.858	4048.252	185.660	4345.174	706.712	4646.529	247.058	--undefined--	--undefined--
634	3.190249	11	459.547	532.386	609.087	120.594	1459.094	119.681	1709.646	572.913	2403.721	412.105	2644.946	271.211	3022.212	306.475	3443.040	470.599	4051.915	217.366	4126.305	653.079	4584.155	234.258	--undefined--	--undefined--
635	3.195249	11	503.129	687.530	567.969	104.263	1470.678	119.630	1679.226	626.065	2383.443	430.238	2660.254	224.564	3039.370	314.450	3472.909	493.692	4005.573	480.194	4097.774	258.864	4571.520	253.816	--undefined--	--undefined--
636	3.200249	11	521.973	91.207	545.235	859.709	1473.963	131.856	1679.213	746.598	2392.971	562.832	2666.883	203.152	3076.574	395.273	3503.086	624.190	3945.485	577.290	4121.318	242.280	4509.202	354.902	--undefined--	--undefined--
637	3.205249	12	279.514	600.540	521.166	67.415	1421.833	766.988	1485.706	113.775	2264.786	756.327	2642.962	193.159	2915.946	881.148	3190.764	506.217	3741.878	527.378	4081.874	181.329	4412.892	321.125	5183.879	1624.895
638	3.210249	12	251.337	220.163	540.096	127.683	1335.525	357.294	1511.493	201.643	2185.728	491.928	2608.961	183.858	2821.935	520.473	3235.124	304.255	3709.094	295.125	4047.807	179.733	4355.215	354.859	4968.162	647.973
639	3.215249	12	238.804	120.494	617.547	258.665	1416.019	116.430	1624.447	663.092	2379.829	548.470	2640.178	134.825	3061.221	2756.392	3169.703	300.754	3730.065	339.966	4085.137	187.987	4202.913	1380.989	4935.985	483.923
640	3.220249	11	219.813	27.519	663.674	114.348	1434.550	87.766	1629.031	512.915	2471.326	633.963	2642.645	113.156	3099.289	232.708	3654.324	361.154	4059.654	154.738	4518.193	826.942	4996.599	331.727	--undefined--	--undefined--
641	3.225249	11	214.035	16.114	667.610	88.210	1417.560	96.531	1784.195	488.845	1981.217	1611.270	2649.061	285.791	2986.492	216.691	3598.974	355.908	4069.997	261.186	4557.764	508.340	5017.150	315.607	--undefined--	--undefined--
642	3.230249	11	209.570	13.534	659.394	69.722	1384.148	87.350	1714.998	321.300	2216.350	557.511	2675.284	167.690	3056.934	313.820	3615.121	154.043	4077.814	264.725	4524.211	281.292	5014.510	304.749	--undefined--	--undefined--
643	3.235249	11	208.840	16.630	657.267	72.717	1381.990	64.737	1722.789	226.840	2272.132	278.365	2656.282	68.147	3066.620	193.031	3625.322	156.522	4082.575	119.487	4523.941	342.120	4881.523	213.396	--undefined--	--undefined--
644	3.240249	11	209.014	17.580	634.135	84.617	1402.645	77.830	1721.954	319.844	2328.030	465.190	2643.849	75.519	3021.663	232.812	3636.918	314.124	4066.149	146.419	4521.280	630.556	4846.962	171.939	--undefined--	--undefined--
645	3.245249	11	204.126	20.424	630.349	116.134	1411.182	65.682	1841.551	373.990	2353.980	1317.251	2606.779	83.717	2926.112	309.308	3582.571	322.161	4034.881	152.567	4666.923	467.248	4868.992	417.575	--undefined--	--undefined--
646	3.250249	11	206.654	22.921	644.085	131.190	1391.454	98.741	1891.261	343.243	2376.699	732.387	2622.577	98.919	2981.175	388.261	3625.803	282.323	4050.972	174.839	4652.278	227.390	5034.040	787.322	--undefined--	--undefined--
647	3.255249	11	199.663	22.877	665.818	151.709	1368.131	93.091	1864.842	557.484	2190.162	452.770	2637.942	191.663	2949.912	160.787	3575.795	230.863	4027.731	128.937	4588.722	199.626	4891.347	400.771	--undefined--	--undefined--
648	3.260249	11	202.623	24.064	634.468	196.130	1388.864	164.916	1801.995	1037.595	2050.993	333.970	2758.795	518.309	2914.653	224.081	3456.309	435.095	4020.055	154.396	4495.935	217.105	4936.292	353.140	--undefined--	--undefined--
649	3.265249	11	200.341	43.435	549.863	233.458	1194.699	676.187	1476.236	292.620	1990.541	226.128	2618.012	185.924	2966.445	345.726	3319.763	402.923	3909.768	230.038	4374.132	155.636	4880.875	218.072	--undefined--	--undefined--
650	3.270249	11	212.183	49.513	574.899	238.631	1294.012	664.611	1451.204	408.189	2084.231	338.826	2596.258	153.444	3078.917	268.584	3595.829	450.254	3866.341	475.422	4350.654	158.287	4897.997	159.864	--undefined--	--undefined--
651	3.275249	12	224.767	77.449	675.789	397.523	1295.401	485.959	1749.162	727.970	2118.032	476.158	2632.027	350.729	3074.634	354.277	3504.220	399.999	3921.488	285.092	4321.563	326.914	4587.498	880.778	4961.996	334.170
652	3.280249	11	245.200	206.538	1014.958	411.127	1593.097	449.461	2040.294	346.256	2590.321	390.060	3019.486	387.914	3428.184	472.331	3887.352	345.176	4186.569	376.686	4575.898	424.472	5012.558	424.586	--undefined--	--undefined--
653	3.285249	11	407.985	369.739	1047.204	348.231	1579.252	331.791	1980.508	265.221	2482.310	346.131	2970.905	315.051	3365.430	416.120	3847.571	282.991	4136.944	122.728	4610.869	74.576	5173.110	358.915	--undefined--	--undefined--
654	3.290249	11	504.468	215.987	1053.049	355.618	1572.660	342.142	1923.573	246.717	2410.358	257.948	3037.214	269.964	3494.991	482.183	3865.070	258.485	4151.946	109.450	4593.636	28.241	5186.104	470.162	--undefined--	--undefined--
655	3.295249	11	497.729	118.493	986.088	422.062	1568.912	429.504	1860.594	346.751	2447.647	321.905	3198.968	223.439	3690.413	398.223	3940.615	1046.325	4127.161	339.389	4570.739	31.605	5072.473	723.339	--undefined--	--undefined--
656	3.300249	11	527.045	216.411	1052.012	601.025	1629.007	174.104	2113.657	524.493	2652.370	118.844	3201.678	161.457	3543.755	246.928	3907.007	202.764	4442.320	139.904	4574.415	52.668	4927.530	259.844	--undefined--	--undefined--
